iter	RMSE
0	0.03915417943
1	0.03578854011
2	0.03358156764
3	0.03162227619
4	0.03028792155
5	0.02907824914
6	0.02829105783
7	0.02755455081
8	0.02701052408
9	0.02610188361
10	0.02542043399
11	0.02484912788
12	0.02442127637
13	0.02408255582
14	0.0235256532
15	0.02337196843
16	0.02305626192
17	0.02282427385
18	0.02247938435
19	0.02190598005
20	0.02160347447
21	0.02133413966
22	0.02122976203
23	0.02097739396
24	0.02078656463
25	0.0206597321
26	0.02020524501
27	0.01999337367
28	0.01989944632
29	0.01971379517
30	0.01956364511
31	0.01936962817
32	0.01923958798
33	0.01904567685
34	0.01885149704
35	0.01869426953
36	0.01851959429
37	0.01837857333
38	0.01821253012
39	0.01802400129
40	0.01789803221
41	0.01775549222
42	0.01764810375
43	0.0175196265
44	0.01737608786
45	0.01717039321
46	0.01710624062
47	0.01692324635
48	0.01680508567
49	0.01672363106
50	0.01666300912
51	0.01659636755
52	0.01646565641
53	0.01638109659
54	0.01614062739
55	0.0159349199
56	0.01586413833
57	0.01570384108
58	0.01564822857
59	0.01560530952
60	0.01552443407
61	0.01544373903
62	0.01515813509
63	0.01505450418
64	0.0149381732
65	0.0148468808
66	0.01479278881
67	0.01477531896
68	0.0146969779
69	0.0144606065
70	0.01436814648
71	0.0142979646
72	0.01423324245
73	0.01409439694
74	0.01404737819
75	0.01398278433
76	0.01385725728
77	0.01381265194
78	0.01370939413
79	0.01362597683
80	0.01359096481
81	0.01351290386
82	0.01340922888
83	0.01336934987
84	0.01333279066
85	0.01327030467
86	0.01319440368
87	0.01315094619
88	0.01308345261
89	0.01305295668
90	0.01298242358
91	0.0129340455
92	0.01288276964
93	0.01287053964
94	0.0128096413
95	0.01273432258
96	0.01263545646
97	0.01257736323
98	0.01254667615
99	0.01249572522
100	0.01245131506
101	0.01237274649
102	0.01233481165
103	0.01228472347
104	0.01225953199
105	0.01222977974
106	0.01220015309
107	0.01218000127
108	0.01213335383
109	0.01207065323
110	0.01195323198
111	0.01187514193
112	0.01183420768
113	0.01172340323
114	0.01166192076
115	0.01156171857
116	0.01148408362
117	0.01142310632
118	0.01140446291
119	0.01139862122
120	0.01131575506
121	0.01128188558
122	0.01124334192
123	0.01118726423
124	0.01114094949
125	0.01107001773
126	0.01101950477
127	0.01100736786
128	0.01096932415
129	0.01090200431
130	0.01076723903
131	0.01072974938
132	0.01072011892
133	0.01071009376
134	0.01067616717
135	0.01062659242
136	0.01058888166
137	0.01054778884
138	0.01050795759
139	0.01046335988
140	0.0104231731
141	0.01040526511
142	0.01035775135
143	0.01032558798
144	0.0102991326
145	0.01027159368
146	0.01024111213
147	0.01023193695
148	0.01020618364
149	0.01018260771
150	0.01014862177
151	0.01013573761
152	0.01010079226
153	0.01007564584
154	0.01004614631
155	0.01002736372
156	0.01000291809
157	0.009970198583
158	0.009948465061
159	0.009919999524
160	0.009887263192
161	0.009854320682
162	0.009827468201
163	0.009776738971
164	0.009714303314
165	0.009647730907
166	0.009621882172
167	0.009592841269
168	0.009563136825
169	0.009531503949
170	0.009502704404
171	0.009466673459
172	0.009449974003
173	0.009444612039
174	0.009424674562
175	0.009327949541
176	0.00931345363
177	0.009284982647
178	0.009242100739
179	0.00920659476
180	0.009167251472
181	0.009147774169
182	0.009138457496
183	0.009114953605
184	0.009092341261
185	0.009072300763
186	0.009046949073
187	0.009031901481
188	0.0090140037
189	0.008983864345
190	0.008974221935
191	0.008957147028
192	0.008950147334
193	0.008929380421
194	0.008906995431
195	0.008886377065
196	0.008844095636
197	0.008840438431
198	0.008824012062
199	0.00879346409
200	0.00877636909
201	0.008745803901
202	0.008731823002
203	0.0086871083
204	0.008661110708
205	0.008642116667
206	0.008576278076
207	0.008540983668
208	0.008485943868
209	0.008467219881
210	0.008446238939
211	0.008437074282
212	0.008414983914
213	0.008376403715
214	0.008362623535
215	0.008348159219
216	0.008337687336
217	0.008319950404
218	0.008260475339
219	0.008231621869
220	0.008221950138
221	0.008178320747
222	0.008169299355
223	0.00814447189
224	0.008129566663
225	0.008103265897
226	0.008079475998
227	0.008072412228
228	0.00804753672
229	0.008030404779
230	0.008009814383
231	0.007984658661
232	0.007963080653
233	0.007950353117
234	0.00793883678
235	0.007924037273
236	0.007914741578
237	0.007891853115
238	0.007887138987
239	0.007874397176
240	0.007855321658
241	0.007846866439
242	0.007836475695
243	0.007824474555
244	0.007818918377
245	0.007797556098
246	0.007785863874
247	0.007775338723
248	0.007760133612
249	0.007733142437
250	0.007725932428
251	0.007701232791
252	0.007694857721
253	0.007673971603
254	0.007663721205
255	0.007623286245
256	0.007618586044
257	0.007594566635
258	0.007592756209
259	0.00758101209
260	0.007563388949
261	0.00755333637
262	0.007539046915
263	0.007515029171
264	0.007500805114
265	0.007480644021
266	0.007467439364
267	0.007454970306
268	0.007452688952
269	0.007441439618
270	0.007414998734
271	0.007401654758
272	0.007389909299
273	0.007361473003
274	0.00734751567
275	0.007333936316
276	0.007322045947
277	0.007286673042
278	0.007253810121
279	0.007233727608
280	0.007213115278
281	0.007202883197
282	0.007199413375
283	0.007188085647
284	0.007179547383
285	0.007162188326
286	0.007148122352
287	0.007117394625
288	0.007108851774
289	0.007102344102
290	0.007076543105
291	0.007049881913
292	0.007033540466
293	0.007022592053
294	0.007012895381
295	0.007004735355
296	0.006994861476
297	0.006987151898
298	0.006977974336
299	0.006961378007
300	0.006938883774
301	0.006929109522
302	0.006912336218
303	0.006906416222
304	0.006890971978
305	0.006882844621
306	0.006853741972
307	0.006845061339
308	0.006830070163
309	0.006814054837
310	0.00679936705
311	0.006781892352
312	0.006764864239
313	0.006758187966
314	0.006745133021
315	0.006741458047
316	0.006720600095
317	0.00671351764
318	0.006700676774
319	0.006695852031
320	0.006692518782
321	0.006683463028
322	0.006672044503
323	0.006668753033
324	0.006662311747
325	0.006655698919
326	0.006651426191
327	0.006633925657
328	0.006625160589
329	0.006615257988
330	0.006603886602
331	0.006585691748
332	0.006571556981
333	0.006552632753
334	0.00654366012
335	0.006539166245
336	0.006535245844
337	0.006520820142
338	0.006516856523
339	0.0065089878
340	0.006491587037
341	0.006483472048
342	0.00647559776
343	0.006462556505
344	0.006454446307
345	0.006452485552
346	0.006443476108
347	0.00643656274
348	0.006425990123
349	0.006415716883
350	0.006400516513
351	0.006382186801
352	0.006366022916
353	0.006358754759
354	0.006352826916
355	0.006350959118
356	0.006345715619
357	0.00633548025
358	0.006323076364
359	0.006310417161
360	0.006300131471
361	0.006284483957
362	0.006274178371
363	0.006255134894
364	0.006248630091
365	0.006239380539
366	0.006230142142
367	0.006213340575
368	0.006203486896
369	0.006194353432
370	0.006176810805
371	0.006157312494
372	0.006153135799
373	0.006151051378
374	0.006132443559
375	0.006119125598
376	0.006113731226
377	0.006107784404
378	0.006101573852
379	0.006092722713
380	0.006084205192
381	0.006076400298
382	0.006062905532
383	0.006060764118
384	0.006053021308
385	0.006045010572
386	0.006038923691
387	0.006033754685
388	0.006029492319
389	0.006024094445
390	0.006014760412
391	0.006006124411
392	0.006001066432
393	0.00599318153
394	0.005982732928
395	0.005981092564
396	0.005974145659
397	0.005968991195
398	0.00596368697
399	0.005955911021
400	0.005949646789
401	0.005938859832
402	0.005930136718
403	0.005925641798
404	0.00591389901
